,property_type_Apartment,property_type_Hotel,property_type_House,property_type_Other,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,host_response_rate,latitude,longitude,accommodates,bedrooms,beds,price,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_since_years,TV with standard cable,Oven,Security cameras on property,Hair dryer,Hangers,Elevator,Hot water kettle,TV,Breakfast,Cleaning available during stay,Luggage dropoff allowed,Dryer,Shower gel,First aid kit,Bed linens,Pool,Essentials,Building staff,Carbon monoxide alarm,Crib,Lock on bedroom door,Washer,Heating,Pets allowed,Patio or balcony,Bathtub,Free street parking,Dishes and silverware,Paid parking on premises,Kitchen,Refrigerator,Fire extinguisher,Dining table,Free parking on premises,BBQ grill,Clothing storage,Paid parking off premises,Coffee,Smoke alarm,Iron,Dedicated workspace,Extra pillows and blankets,Keypad,Cooking basics,Microwave,Private entrance,Self check-in,Shampoo,Hot water,Stove,Host greets you,Single level home,Gym,distance_from_MRT,distance_from_Bus,distance_from_Mall,distance_from_School,distance_from_Food,distanceCluster
1199,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.29417,103.83844,1,1,2,135.0,363,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,7,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False,True,2.461144673699533,0.2099805773479574,1.0348127040564363,0.701017243611161,0.2245821106123783,2
1200,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.98,1.38328,103.86828,2,1,3,78.0,90,33,4.76,4.85,4.73,4.88,4.82,4.21,4.73,9,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1.3077633290638704,0.5080331384558641,5.764880474751181,0.4680168604453529,0.4654739154257931,3
1201,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.98,1.3925600000000002,103.90516,6,3,3,330.0,365,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,4,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1507443356757624,0.1558672659350354,7.920755107216463,0.9848390204326118,0.0653700548146761,3
1202,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.98,1.30257,103.8602,1,1,1,57.0,0,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,4,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1.584920315847707,0.0729089169860433,1.1139372145723638,0.1416657875796591,0.0432208052586449,0
1203,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.98,1.30264,103.85963,1,1,1,55.0,0,5,4.0,4.0,4.6,4.2,4.8,4.6,4.4,4,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1.6302057124130358,0.0885432511930472,1.0571962930277647,0.1035333534419009,0.0386910878483937,0
1204,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9,1.31097,103.85411,2,1,2,120.0,170,68,4.68,4.71,4.74,4.85,4.88,4.76,4.5,8,False,False,True,True,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,True,True,False,True,False,True,True,True,False,True,True,True,False,False,False,1.9160503299053828,0.180656991820249,1.3583318409333671,1.0125287837339296,0.059266682493332,0
1205,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.98,1.30255,103.85847,1,1,1,56.0,0,7,4.71,4.71,4.71,4.71,4.57,5.0,4.43,4,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1.7126808119798562,0.1131518473927365,0.933992879618488,0.1478034014004861,0.0180158280749973,0
1206,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.98,1.30083,103.8581,1,1,1,54.0,0,70,4.66,4.77,4.76,4.73,4.74,4.84,4.6,4,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1.6078257153871878,0.0659975236855864,0.83581304731889,0.3318147637946457,0.0336434573982384,0
1207,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.98,1.3022,103.85818,1,1,1,58.0,0,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,4,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1.7066280967977756,0.0995149238906711,0.8892750896015493,0.1982982822497668,0.0369164904300946,0
1208,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9,1.3113800000000002,103.85273,2,1,2,130.0,34,68,4.68,4.79,4.75,4.82,4.88,4.72,4.49,8,False,False,True,True,True,True,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,True,True,False,True,True,True,False,True,False,False,False,False,True,True,False,False,False,True,True,True,False,True,True,True,False,False,False,2.0686847239898225,0.1257731457814052,1.3694314820293545,1.0210595936735147,0.055868539162181,2
1209,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9,1.30954,103.85358,2,1,2,120.0,163,71,4.85,4.9,4.77,4.86,4.92,4.82,4.7,8,False,False,True,True,True,True,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,True,True,False,True,True,True,False,True,False,False,False,False,True,True,False,False,False,True,True,True,False,True,True,True,False,False,False,1.9857650625334493,0.1024514668438806,1.1893282236374634,0.9272613427637132,0.0374077701191774,2
1210,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.98,1.32861,103.86406,5,2,2,139.0,0,1,0.0,4.8,4.69,4.93,4.95,4.88,4.6,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2.070850470500489,0.2493114180569454,0.5917778117763441,1.6038840474145732,0.3536065204451586,0
1211,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,1.2841,103.84253,1,1,1,59.0,332,2,3.5,4.0,2.5,4.0,5.0,4.5,3.5,10,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,False,False,2.929609394939978,0.0566289521844443,0.679254539573551,0.4353430230141636,0.0956219696695484,2
1212,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.32477,103.91454,3,1,2,167.0,260,4,5.0,5.0,5.0,4.75,5.0,4.75,4.5,7,False,False,False,True,True,True,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,True,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,0.452668538472526,0.013076295348962,2.7145325108874188,0.5099063713627265,0.2733052671503251,0
1213,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.3180600000000002,103.85307,2,1,1,62.0,212,27,4.7,4.81,4.19,4.96,5.0,4.7,4.7,7,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,2.15913609369587,0.217964528543589,2.1102505230804827,0.7824610512249566,0.0540762245105998,0
1214,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,1.2841,103.84253,1,1,1,79.0,331,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7,True,False,False,True,True,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,False,True,True,True,True,True,True,False,True,True,False,False,False,2.929609394939978,0.0566289521844443,0.679254539573551,0.4353430230141636,0.0956219696695484,2
1215,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.94,1.31713,103.82727,2,1,1,275.0,364,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,6,True,True,False,True,True,False,False,True,False,False,False,True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,True,False,True,False,False,False,False,True,True,False,False,False,True,True,True,False,True,True,True,True,False,True,3.2712681240915025,0.1386510995275841,3.2599798838091223,1.1638577138248336,0.350882038191976,4
1216,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.30147,103.90203,1,1,1,119.0,358,1,0.0,4.8,4.69,4.93,4.95,4.88,4.6,8,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.040616942164149,0.097723767910331,0.2281267834808934,0.2786156821217686,0.2284476987817153,0
1217,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,1.2841,103.84253,1,1,1,69.0,331,1,4.0,5.0,3.0,5.0,5.0,5.0,5.0,11,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,False,False,2.929609394939978,0.0566289521844443,0.679254539573551,0.4353430230141636,0.0956219696695484,2
1218,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.98,1.29544,103.84183,3,1,1,356.0,363,18,4.39,4.72,4.39,4.94,4.89,4.83,4.39,10,True,False,False,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,True,True,True,True,True,False,True,False,False,True,True,False,True,False,True,True,True,True,True,True,False,False,False,True,2.8595569798257343,0.1702390206192074,0.8641213440922452,0.7446332076160709,0.1626669613300653,4
1219,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.94,1.3173600000000003,103.82718,4,2,3,395.0,364,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,6,True,True,False,True,True,True,False,True,False,False,False,True,True,False,True,True,True,False,True,True,False,True,False,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,True,True,False,True,False,True,True,True,False,True,True,True,True,False,True,3.291639810684952,0.138363660877067,3.284169667937942,1.1912301422501914,0.3781897945755895,4
1220,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.27527,103.8454,4,2,2,196.0,0,2,5.0,4.5,4.5,4.5,4.5,4.5,4.0,7,False,False,False,True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,False,True,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,True,True,True,False,False,True,2.794137117654968,0.064871501559107,1.5290865142198724,0.7133221725196323,0.05339853212689,2
1221,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.27316,103.84518,2,1,1,175.0,124,1,5.0,5.0,4.0,5.0,5.0,5.0,4.0,7,False,True,False,True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,True,False,False,True,2.6845442397325123,0.0962827926758807,1.764751855223932,0.8984782879226771,0.1967353562654274,2
1222,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.91,1.28196,103.8429,3,1,2,396.0,177,38,4.61,4.89,4.68,4.97,4.84,4.97,4.45,4,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,2.94988562303967,0.1120772748616436,0.8634778822943963,0.2414742185050287,0.0407276682626172,4
1223,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,1.28559,103.8332,1,1,1,59.0,347,5,4.4,4.6,3.8,5.0,4.8,5.0,4.0,11,False,True,True,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False,1.8816373848620336,0.069091579414389,1.4918709450335546,0.4593638849285921,0.0759950850821604,2
1224,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.98,1.30469,103.85185,2,1,1,202.0,358,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,4,False,False,True,True,False,True,False,True,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2.293802747114454,0.0598923585885622,0.6198917484720838,0.8452995778283054,0.0355512555885102,2
1225,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33,1.33661,103.74405,2,2,2,180.0,208,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,0.4355977713526322,0.1639216663018128,12.492309057658153,2.7050432329741008,0.2731448287294739,1
1226,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.29191,103.80647,3,2,2,474.0,364,3,4.0,3.5,5.0,3.5,4.0,3.5,3.0,4,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,True,0.3054510393880536,0.0973823934668135,4.42623518579395,1.3622950437941272,0.1441930403011506,4
1227,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.27864,103.78706,2,1,1,400.0,364,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,4,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,2.7583812494761366,0.0521162878549228,6.672332800623005,1.9412588117824328,0.1761648147908134,4
1228,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.91,1.2836,103.84368,2,1,1,228.0,173,19,4.84,4.89,4.63,4.84,4.84,4.89,4.47,4,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,2.9296207383101827,0.0904901799928981,0.6615611487406089,0.4390782019129633,0.0141072343795845,2
1229,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.91,1.28229,103.84516,2,1,1,210.0,176,29,4.31,4.34,4.45,4.79,4.83,4.69,4.24,4,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2.820465158320084,0.023317059527677,0.7546013083097279,0.2639636445834251,0.0282717624299527,2
1230,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.91,1.28152,103.84492,2,1,1,210.0,168,49,4.33,4.39,4.33,4.94,4.94,4.92,4.16,4,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2.876451799651244,0.0641421936000753,0.8433658538154069,0.2849313447817229,0.004486667751999,2
1231,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.91,1.28155,103.84517,1,1,1,176.0,157,20,4.2,4.25,4.6,4.75,4.45,4.85,4.2,4,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,2.849446524094369,0.0641217164331368,0.8358933916789082,0.2569530898764068,0.0202207939938006,2
1232,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,1.31068,103.86118000000002,1,1,1,59.0,331,2,5.0,5.0,4.5,5.0,5.0,5.0,5.0,10,False,True,False,True,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False,1.1326959562998251,0.1363396240361051,1.722154141654667,0.8199471952805214,0.0112757017171077,0
1233,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,1.3147,103.88163000000002,1,1,1,39.0,331,2,4.0,4.0,3.5,4.0,4.5,5.0,4.0,5,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False,False,True,True,False,True,False,0.2411152199184873,0.0715326267930407,2.360222962180614,0.0953966151004473,0.0507677842843705,0
1234,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.29047,103.80677,2,1,1,260.0,364,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,4,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,True,0.4688905426693594,0.1046911913703752,4.384088523834626,1.2408926520671966,0.1666653009624945,2
1235,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.2834,103.84367,1,1,1,78.0,365,14,4.64,4.57,4.93,4.64,4.71,5.0,4.64,8,False,False,False,True,True,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False,True,False,False,2.9371920505821474,0.1049247238011165,0.6822611115781572,0.4202174232180423,0.0165234261668636,2
1236,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.33527,103.7428,2,1,1,162.0,3,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,7,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,True,True,True,True,False,True,0.2468988724205058,0.0636203028109017,12.573319161426747,2.575330051097363,0.1114796910995327,1
1237,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.98,1.3055000000000003,103.85357,2,1,10,51.0,365,8,4.38,4.38,4.25,4.88,5.0,4.5,4.38,4,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,2.0837392557917327,0.1827325740754714,0.7648361017488567,0.6803672565746677,0.0194470987344771,0
1238,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2951,103.82826,1,1,1,180.0,365,1,0.0,4.8,4.69,4.93,4.95,4.88,4.6,7,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1.414091276359723,0.0362141427377329,2.104398397251402,0.9768492654932248,0.1147362603738735,2
1239,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,1.28351,103.84163,1,1,1,79.0,331,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,10,True,True,False,True,True,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,False,False,2.846893788192727,0.1193130946642185,0.7926946228841616,0.3536907264954166,0.1262203509881644,2
1240,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,1.31098,103.86005,1,1,1,49.0,331,1,3.0,3.0,3.0,4.0,4.0,4.0,4.0,7,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False,False,True,True,False,True,False,1.2560959369184073,0.1783021610357923,1.666295718442147,0.8315927075224395,0.0167240645977211,0
1241,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,1.3147,103.88163000000002,1,1,1,49.0,331,1,4.0,4.0,3.0,5.0,5.0,5.0,4.0,10,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False,0.2411152199184873,0.0715326267930407,2.360222962180614,0.0953966151004473,0.0507677842843705,0
1242,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.33696,103.74286,3,2,2,189.0,242,3,5.0,5.0,4.67,4.67,5.0,5.0,4.67,7,False,False,False,True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,True,True,True,False,False,True,0.4329211250580405,0.0677257854767841,12.629930843315504,2.5718512215094664,0.2960578332859875,1
1243,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,1.30834,103.86318,1,1,1,59.0,331,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,5,True,True,False,True,True,False,False,True,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False,False,True,True,False,True,False,0.9713418453847502,0.0976435752487017,1.7132866584103366,0.6643460024134937,0.0642450813807578,0
1244,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.98,1.3752,103.75193,2,1,1,98.0,364,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,7,False,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,True,True,False,True,False,False,True,False,True,True,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,0.2513374969882417,0.1449075381037357,13.832630261646363,5.524070416789986,0.5215385724005505,1
1245,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.28534,103.84224,1,1,1,88.0,364,12,4.92,4.92,5.0,4.75,4.92,4.75,4.83,8,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,2.8719113458812795,0.0811498686276094,0.5978016813865565,0.5633793356109078,0.0560702826999612,2
1246,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.33517,103.74298,2,1,1,131.0,0,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,7,False,False,False,True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,True,True,True,False,False,True,0.2416366311884593,0.0806017852250462,12.55076999367913,2.5962793091840246,0.096636317074036,1
1247,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.29424,103.76741,1,1,1,80.0,346,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,6,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,2.277085661373496,0.0520836160386056,8.77592334616116,1.2948126129986115,0.1978679503118832,1
1248,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.98,1.38296,103.86942,2,1,1,70.0,90,19,4.84,4.95,4.79,4.84,4.84,4.37,4.74,9,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,True,True,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,1.253170046820789,0.4822705402574453,5.729984881614097,0.4797193182651065,0.4310580715205575,3
1249,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,1.3111,103.85401,2,1,2,135.0,272,46,4.78,4.8,4.72,4.83,4.96,4.76,4.74,8,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,True,True,False,True,True,True,False,True,False,False,False,False,True,True,False,False,False,True,True,True,False,True,True,True,True,False,False,1.92680200225468,0.1738391188748006,1.3692578628048038,1.0307496153596556,0.0679371182044695,2
1250,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.29229,103.85011,2,1,1,175.0,365,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8,False,True,False,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,False,True,False,False,False,True,True,True,False,True,False,True,True,False,True,True,True,True,False,False,True,2.0929824485052326,0.058116012048029,0.5699096705203707,0.4722066606569306,0.0571190369429438,2
1251,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.29429,103.84873,5,2,6,539.0,90,8,4.5,4.63,4.38,5.0,4.88,4.88,4.38,8,False,True,False,True,True,True,False,True,False,True,False,True,True,True,True,True,True,False,True,False,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,False,True,2.268832055371226,0.1628049774085503,0.4445547481671069,0.5862809154391607,0.0794931429447229,4
1252,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9,1.31072,103.85421,2,1,1,105.0,118,46,4.85,4.72,4.87,4.87,4.98,4.89,4.8,8,False,False,True,True,True,True,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,True,True,False,True,True,True,False,True,False,False,False,False,True,True,False,False,False,True,True,True,False,True,True,True,False,False,False,1.905947362436316,0.2013664042025876,1.3347794566980429,0.9834345435971724,0.0399097418436466,0
