,host_response_rate,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_since_years,TV with standard cable,Oven,Security cameras on property,Hair dryer,Hangers,Elevator,Hot water kettle,TV,Breakfast,Cleaning available during stay,Luggage dropoff allowed,Dryer,Shower gel,First aid kit,Bed linens,Pool,Essentials,Building staff,Carbon monoxide alarm,Crib,Lock on bedroom door,Washer,Heating,Pets allowed,Patio or balcony,Bathtub,Free street parking,Dishes and silverware,Paid parking on premises,Kitchen,Refrigerator,Fire extinguisher,Dining table,Free parking on premises,BBQ grill,Clothing storage,Paid parking off premises,Coffee,Smoke alarm,Iron,Dedicated workspace,Extra pillows and blankets,Keypad,Cooking basics,Microwave,Private entrance,Self check-in,Shampoo,Hot water,Stove,Host greets you,Single level home,Gym
1495,1.0,Orchard,Central Region,1.29865,103.83774,House,Entire home/apt,4,2.0,3.0,250.0,362,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True
1496,1.0,Novena,Central Region,1.32781,103.84838,Apartment,Entire home/apt,6,3.0,3.0,300.0,362,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False
1497,0.0,Woodlands,North Region,1.44337,103.80651,Apartment,Private room,1,1.0,1.0,38.0,212,26,4.81,4.92,4.92,4.96,4.96,4.5,4.77,4,False,True,False,True,True,True,False,True,False,False,True,True,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,True,False,True,False
1498,0.67,Sembawang,North Region,1.44987,103.81826,Other,Private room,1,1.0,1.0,40.0,365,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1499,0.95,Clementi,West Region,1.30937,103.76104,House,Entire home/apt,6,3.0,3.0,402.0,364,2,2.5,2.5,3.0,3.5,3.0,3.0,2.5,6,True,False,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,True,True,False,True,True,True,False,True,True,False,True,False,True,True,True,False,False,True,True,False,False,True
1500,0.9,Geylang,Central Region,1.3155,103.88063,Apartment,Private room,1,1.0,1.0,40.0,331,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False,False,True,True,False,True,False
1501,1.0,Kallang,Central Region,1.30284,103.8634,Apartment,Entire home/apt,2,1.0,1.0,121.0,0,2,5.0,5.0,4.5,5.0,5.0,5.0,5.0,7,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,True,True,True,False,False,True
1502,0.0,Bukit Merah,Central Region,1.28302,103.83199,House,Entire home/apt,3,2.0,3.0,406.0,365,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1503,1.0,Rochor,Central Region,1.30488,103.84914,House,Shared room,6,1.0,6.0,144.0,241,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1504,1.0,Novena,Central Region,1.31514,103.84052,Apartment,Entire home/apt,4,2.0,2.0,335.0,364,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True
1505,0.8,Outram,Central Region,1.28513,103.84156,Apartment,Private room,1,1.0,1.0,59.0,332,1,3.0,4.0,3.0,2.0,5.0,5.0,4.0,11,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,False,False
1506,1.0,Jurong East,West Region,1.33487,103.74109,Apartment,Entire home/apt,2,1.0,1.0,124.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,True,False,True,False,False,True
1507,0.8,Outram,Central Region,1.28352,103.8432,Apartment,Private room,1,1.0,1.0,69.0,332,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,False,False
1508,1.0,Serangoon,North-East Region,1.34192,103.8817,Apartment,Entire home/apt,2,1.0,1.0,117.0,0,2,5.0,5.0,4.5,4.5,5.0,4.5,4.5,7,False,False,False,True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,False,True,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,False,True
1509,1.0,Jurong West,West Region,1.34665,103.72435,Apartment,Entire home/apt,4,2.0,2.0,165.0,0,2,5.0,5.0,4.5,5.0,5.0,5.0,4.5,7,False,False,False,True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,False,True
1510,1.0,Toa Payoh,Central Region,1.33106,103.86605,Apartment,Entire home/apt,4,2.0,2.0,210.0,364,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1511,1.0,Kallang,Central Region,1.31394,103.85861,Apartment,Entire home/apt,4,2.0,1.0,165.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,False,False,False,True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,False,True,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,True,True,True,False,False,True
1512,1.0,Tanglin,Central Region,1.31445,103.83125,Apartment,Private room,2,1.0,1.0,100.0,364,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,True,True,False,True,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,False,True,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,True,True,True,False,False,True
1513,1.0,Downtown Core,Central Region,1.28008,103.85375,Apartment,Entire home/apt,7,2.0,2.0,464.0,365,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,True,True,False,True,True,False,False,True,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,True,True,True,False,False,True
1514,1.0,Downtown Core,Central Region,1.28044,103.85132,Apartment,Entire home/apt,7,2.0,2.0,464.0,179,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,True,True,False,True,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,True,True,True,False,False,True
1517,0.9,Kallang,Central Region,1.31068,103.86118,Apartment,Private room,1,1.0,1.0,49.0,331,1,3.0,4.0,2.0,5.0,5.0,4.0,4.0,5,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False
1518,1.0,Kallang,Central Region,1.31189,103.86001,Apartment,Entire home/apt,2,1.0,1.0,129.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,True,False,False,True
1519,1.0,Kallang,Central Region,1.31246,103.85964,Apartment,Entire home/apt,2,1.0,1.0,136.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,False,False,False,True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,True,False,False,True
1520,0.98,Rochor,Central Region,1.3045,103.85812,Hotel,Hotel room,2,1.0,2.0,144.0,208,8,4.38,4.5,4.25,4.75,4.88,4.75,4.5,4,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False
1523,0.98,Rochor,Central Region,1.30342,103.85841,Hotel,Hotel room,2,1.0,2.0,171.0,204,45,4.47,4.36,4.38,4.64,4.62,4.62,4.42,4,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1524,0.9,Kallang,Central Region,1.3119,103.86136,Apartment,Private room,1,1.0,1.0,49.0,331,3,5.0,4.67,4.67,5.0,4.67,5.0,5.0,10,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False
1525,0.98,Rochor,Central Region,1.30488,103.85845,Hotel,Hotel room,2,1.0,1.0,146.0,204,30,4.2,4.4,4.1,4.77,4.63,4.73,4.23,4,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False
1526,0.75,Downtown Core,Central Region,1.28956,103.85074,Apartment,Private room,1,1.0,1.0,162.0,248,6,4.67,4.67,4.33,4.5,4.67,5.0,4.5,9,False,False,False,True,True,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,True,False,False,True,True,False,True,True,True,True,True,False,False,True
1527,0.98,Rochor,Central Region,1.30329,103.85847,Hotel,Hotel room,2,1.0,1.0,209.0,207,4,4.0,4.25,4.5,4.0,3.75,4.75,4.25,4,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False
1528,0.98,Rochor,Central Region,1.30442,103.85835,Hotel,Hotel room,2,1.0,1.0,163.0,206,9,4.22,4.33,4.44,4.56,4.44,4.44,4.22,4,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False
1529,0.98,Rochor,Central Region,1.30303,103.85958,Hotel,Private room,2,1.0,2.0,176.0,209,3,3.33,3.67,3.67,4.0,4.0,4.0,3.33,4,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False
1530,0.98,Rochor,Central Region,1.30456,103.85851,Hotel,Hotel room,2,1.0,1.0,176.0,209,6,3.83,4.0,3.83,4.83,4.0,4.67,4.17,4,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
1531,0.98,Rochor,Central Region,1.30457,103.86025,Hotel,Hotel room,3,1.0,2.0,330.0,208,12,4.58,4.75,4.42,4.92,4.75,4.67,4.17,4,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False
1532,1.0,Downtown Core,Central Region,1.27429,103.84513,Apartment,Entire home/apt,2,1.0,1.0,169.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,True,False,True,True,False,True
1533,0.9,Kallang,Central Region,1.31158,103.8609,Apartment,Private room,1,1.0,1.0,49.0,331,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False
1536,1.0,Woodlands,North Region,1.42997,103.77846,House,Private room,2,1.0,2.0,38.0,365,9,5.0,4.89,5.0,5.0,5.0,4.78,4.89,10,False,False,False,False,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,True,True,False,True,True,False
1537,0.0,Queenstown,Central Region,1.30824,103.79696,Other,Entire home/apt,6,4.0,2.0,150.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False
1538,0.0,Bukit Timah,Central Region,1.30845,103.79902,Other,Entire home/apt,6,2.0,2.0,150.0,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
1539,1.0,Jurong East,West Region,1.33358,103.73832,Apartment,Private room,1,1.0,2.0,70.0,247,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1540,0.95,Novena,Central Region,1.32204,103.85153,House,Entire home/apt,4,2.0,3.0,370.0,364,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,True,True,True,True,True,False,False,True,True,False,True,False,True,True,True,False,True,True,True,False,False,True
1541,0.5,Bukit Merah,Central Region,1.27222,103.83564,Apartment,Entire home/apt,2,1.0,1.0,174.0,0,4,4.25,4.0,4.0,4.25,4.25,3.75,4.25,7,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,True,True,False,False
1542,0.94,Novena,Central Region,1.31989,103.85361,House,Entire home/apt,4,2.0,3.0,435.0,364,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,False,True,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,True,False,False,True
1543,1.0,Hougang,North-East Region,1.35855,103.88282,Apartment,Entire home/apt,3,1.0,1.0,90.0,206,2,5.0,5.0,4.5,5.0,5.0,5.0,5.0,5,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1544,0.2,Bishan,Central Region,1.35789,103.82738,House,Entire home/apt,2,2.0,2.0,99.0,261,8,5.0,5.0,4.88,5.0,5.0,5.0,5.0,4,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,True,True,False,True,True,True,True,False,False,True,False,False,False,True,True,False,False,True,True,True,False,False,True,True,False,False,False
1545,0.0,Queenstown,Central Region,1.30275,103.7841,Apartment,Private room,1,1.0,1.0,75.0,78,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True
1546,1.0,Bukit Merah,Central Region,1.27536,103.83988,Apartment,Private room,2,1.0,1.0,432.0,363,22,4.68,4.68,4.59,4.82,4.73,4.86,4.68,4,False,True,True,True,True,True,False,True,False,False,True,True,True,False,True,True,True,True,True,False,True,True,False,True,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,True,False,False,True,False,True,True,True,True,True,False,False,False
1547,0.8,Kallang,Central Region,1.3097,103.86076,Apartment,Private room,1,1.0,1.0,49.0,331,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False
1548,0.8,Kallang,Central Region,1.30959,103.86141,Apartment,Private room,1,1.0,1.0,49.0,331,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False
1551,0.95,Newton,Central Region,1.31055,103.83819,House,Entire home/apt,4,2.0,2.0,565.0,364,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,True,True,False,True,True,True,False,True,True,False,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,False,False,True,False,True,True,True,False,True,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,True,False,False,True
1552,0.94,Newton,Central Region,1.30859,103.84014,House,Entire home/apt,4,2.0,2.0,395.0,364,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,True,True,False,True,True,True,False,True,True,False,True,True,True,False,True,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,True,False,True,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,True,False,False,True
1554,0.95,Orchard,Central Region,1.30819,103.83488,House,Entire home/apt,5,2.0,2.0,525.0,364,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,True,True,False,True,True,True,False,True,False,False,True,True,True,False,True,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,True,False,True,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,True,False,False,True
1556,0.94,Newton,Central Region,1.30596,103.83483,House,Entire home/apt,4,2.0,2.0,375.0,364,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,True,True,False,True,True,True,False,True,False,False,True,True,True,False,True,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,True,False,True,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,True,False,False,True
1557,0.94,Orchard,Central Region,1.30818,103.83461,House,Entire home/apt,6,3.0,4.0,510.0,364,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,True,True,False,True,True,True,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,True,True,False,True,True,True,False,False,True
1558,0.0,Queenstown,Central Region,1.29432,103.80477,Apartment,Private room,4,4.0,1.0,18.0,180,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,False,True,True,True,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True
1559,0.0,Bukit Timah,Central Region,1.31573,103.80362,Apartment,Private room,1,1.0,1.0,70.0,175,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,8,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True
1560,0.8,Kallang,Central Region,1.30953,103.86042,Apartment,Private room,1,1.0,1.0,49.0,331,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False
1561,0.9,Kallang,Central Region,1.30973,103.86054,Apartment,Private room,1,1.0,1.0,49.0,331,2,4.0,3.5,3.0,5.0,2.5,5.0,4.0,10,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False
1562,1.0,Kallang,Central Region,1.31592,103.85406,Apartment,Private room,3,1.0,1.0,55.0,150,4,4.5,4.0,4.5,5.0,5.0,5.0,4.5,4,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
1563,0.98,Rochor,Central Region,1.30507,103.85975,Hotel,Private room,3,1.0,3.0,298.0,193,32,4.66,4.66,4.72,4.88,4.84,4.88,4.66,4,False,False,False,True,True,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
1564,0.0,Serangoon,North-East Region,1.3725,103.87352,Apartment,Private room,2,1.0,1.0,150.0,90,3,4.33,4.33,3.33,5.0,5.0,5.0,5.0,7,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1565,0.9,Geylang,Central Region,1.3147,103.88163,Apartment,Private room,1,1.0,1.0,39.0,331,1,5.0,5.0,4.0,5.0,5.0,5.0,4.0,10,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False
1566,1.0,Kallang,Central Region,1.31347,103.85777,Apartment,Entire home/apt,2,1.0,1.0,136.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
1567,0.8,Kallang,Central Region,1.30968,103.86086,Apartment,Private room,1,1.0,1.0,49.0,331,4,4.5,4.5,4.0,4.25,4.5,4.0,4.5,11,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False
1568,0.0,Novena,Central Region,1.31781,103.84667,Apartment,Entire home/apt,2,1.0,1.0,179.0,0,4,4.75,4.25,4.5,4.5,4.5,4.25,4.0,4,True,False,False,True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,True,True,False,True,False,True,True,False,False,True,True,True,False,False,True
1569,0.0,Novena,Central Region,1.31754,103.84687,Apartment,Entire home/apt,2,1.0,1.0,169.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,True,False,False,True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,True,True,True,False,False,True
1570,0.0,Novena,Central Region,1.31801,103.84881,Apartment,Entire home/apt,2,1.0,1.0,189.0,0,3,4.67,4.67,4.67,4.67,5.0,4.67,4.0,4,True,True,False,True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,True,False,True,False,False,False,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,True
1571,0.0,Novena,Central Region,1.31932,103.84659,Apartment,Entire home/apt,2,1.0,1.0,258.0,0,60,4.9,4.82,4.8,4.87,4.93,4.72,4.48,4,True,False,False,True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,True,False,True,True,True,False,True,False,False,False,True,True,True,False,True,False,True,True,False,False,True,True,True,False,False,True
1572,0.8,Kallang,Central Region,1.3109,103.86021,Apartment,Private room,1,1.0,1.0,49.0,331,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False
1573,1.0,Kallang,Central Region,1.31386,103.85931,Apartment,Entire home/apt,4,2.0,2.0,165.0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
1574,1.0,Downtown Core,Central Region,1.27316,103.84638,Apartment,Entire home/apt,4,1.0,2.0,180.0,29,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True
