,host_response_rate,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,amenities,price,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_since_years
1194,1.0,Downtown Core,Central Region,1.27568,103.84582,Apartment,Entire home/apt,2,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""High chair"", ""Oven"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Crib"", ""Elevator"", ""Dryer"", ""Paid parking on premises"", ""Pool"", ""Gym"", ""Single level home"", ""Stove"", ""Air conditioning"", ""Building staff"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Self check-in"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""Bed linens"", ""Pets allowed"", ""Hot water"", ""Washer""]",137.0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7
1195,0.8,Bukit Merah,Central Region,1.28443,103.83417,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Dryer"", ""Keypad"", ""Single level home"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""Security cameras on property"", ""Free street parking"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Self check-in"", ""Extra pillows and blankets"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",59.0,347,4,4.75,5.0,4.0,5.0,5.0,4.5,4.75,11
1196,1.0,Downtown Core,Central Region,1.27629,103.84563,Apartment,Entire home/apt,2,1.0,1.0,"[""Indoor fireplace"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""High chair"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Crib"", ""Microwave"", ""Elevator"", ""Dryer"", ""Pool"", ""Gym"", ""Stove"", ""Host greets you"", ""Air conditioning"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""Bed linens"", ""Pets allowed"", ""Hot water"", ""Washer""]",151.0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7
1197,1.0,Orchard,Central Region,1.29917,103.83863,Other,Hotel room,2,1.0,1.0,"[""First aid kit"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Dedicated workspace"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Elevator"", ""Dryer"", ""Gym"", ""Air conditioning"", ""TV with standard cable"", ""Security cameras on property"", ""Building staff"", ""Essentials"", ""Free parking on premises"", ""Hangers"", ""Dishes and silverware"", ""Patio or balcony"", ""Self check-in"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Backyard"", ""Shampoo"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",199.0,352,17,4.65,4.47,4.59,4.76,4.71,4.94,4.71,6
1198,1.0,Jurong East,West Region,1.33676,103.74125,Apartment,Entire home/apt,4,2.0,2.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""High chair"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Crib"", ""Microwave"", ""Elevator"", ""Dryer"", ""Pool"", ""Gym"", ""Stove"", ""Host greets you"", ""Air conditioning"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""Bed linens"", ""Pets allowed"", ""Hot water"", ""Washer""]",158.0,0,4,4.75,4.75,4.5,4.75,4.75,4.5,4.5,7
1199,1.0,Jurong East,West Region,1.33714,103.74138,Apartment,Entire home/apt,2,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""High chair"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Crib"", ""Microwave"", ""Elevator"", ""Dryer"", ""Pool"", ""Gym"", ""Stove"", ""Host greets you"", ""Air conditioning"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""Pets allowed"", ""Hot water"", ""Washer""]",124.0,0,2,5.0,5.0,4.0,5.0,5.0,5.0,5.0,7
1200,1.0,Novena,Central Region,1.3284,103.85106,Apartment,Entire home/apt,4,2.0,2.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""High chair"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Crib"", ""Microwave"", ""Elevator"", ""Dryer"", ""Pool"", ""Gym"", ""Stove"", ""Air conditioning"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""Bed linens"", ""Pets allowed"", ""Hot water"", ""Washer""]",155.0,0,2,4.0,4.5,4.0,4.5,3.5,4.0,4.5,7
1202,1.0,Toa Payoh,Central Region,1.33073,103.86619,Apartment,Entire home/apt,2,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Iron"", ""Microwave"", ""Elevator"", ""Dryer"", ""Pool"", ""Gym"", ""Stove"", ""Air conditioning"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""Bed linens"", ""Pets allowed"", ""Hot water"", ""Washer""]",151.0,2,3,5.0,5.0,5.0,5.0,5.0,5.0,4.33,7
1203,1.0,Rochor,Central Region,1.29902,103.85153,Apartment,Entire home/apt,4,2.0,2.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""Exercise equipment"", ""Dedicated workspace"", ""Wifi"", ""Breakfast"", ""Long term stays allowed"", ""Iron"", ""Crib"", ""Microwave"", ""Elevator"", ""Paid parking on premises"", ""Free washer \u2013 In unit"", ""Single level home"", ""Ethernet connection"", ""Air conditioning"", ""TV with standard cable"", ""Security cameras on property"", ""Building staff"", ""Essentials"", ""Free dryer \u2013 In unit"", ""Hangers"", ""Dishes and silverware"", ""Shared hot tub"", ""Self check-in"", ""Extra pillows and blankets"", ""Shared gym in building"", ""Shampoo"", ""Smoke alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Induction stove"", ""City skyline view""]",457.0,8,5,5.0,5.0,4.8,5.0,5.0,5.0,4.8,6
1204,1.0,Toa Payoh,Central Region,1.33186,103.86885,Apartment,Entire home/apt,2,1.0,1.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""High chair"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Crib"", ""Microwave"", ""Elevator"", ""Dryer"", ""Paid parking on premises"", ""Pool"", ""Gym"", ""Single level home"", ""Stove"", ""Air conditioning"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""Bed linens"", ""Pets allowed"", ""Hot water"", ""Washer""]",125.0,0,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,7
1205,1.0,Rochor,Central Region,1.30183,103.86141,Apartment,Entire home/apt,2,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Iron"", ""Microwave"", ""Elevator"", ""Dryer"", ""Pool"", ""Gym"", ""Stove"", ""Air conditioning"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""Bed linens"", ""Pets allowed"", ""Hot water"", ""Washer""]",131.0,143,5,4.6,4.8,4.6,5.0,4.8,4.8,3.8,7
1206,1.0,Kallang,Central Region,1.3028,103.86315,Apartment,Entire home/apt,2,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Iron"", ""Microwave"", ""Elevator"", ""Dryer"", ""Pool"", ""Gym"", ""Stove"", ""Air conditioning"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""Bed linens"", ""Pets allowed"", ""Hot water"", ""Washer""]",144.0,84,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,7
1207,0.9,Bukit Merah,Central Region,1.28443,103.83417,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Dryer"", ""Paid parking on premises"", ""Single level home"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""Security cameras on property"", ""Free street parking"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",59.0,331,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5
1208,0.8,Outram,Central Region,1.28302,103.84158,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Private living room"", ""Oven"", ""Iron"", ""Microwave"", ""Elevator"", ""Dryer"", ""Paid parking on premises"", ""Keypad"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Self check-in"", ""Extra pillows and blankets"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",69.0,331,1,5.0,4.0,3.0,5.0,5.0,5.0,3.0,11
1209,0.9,Outram,Central Region,1.2842,103.84255,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Elevator"", ""Dryer"", ""Paid parking on premises"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Shampoo"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",69.0,332,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5
1210,1.0,Clementi,West Region,1.31549,103.75867,Apartment,Entire home/apt,4,2.0,2.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""High chair"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Crib"", ""Microwave"", ""Elevator"", ""Dryer"", ""Pool"", ""Gym"", ""Stove"", ""Air conditioning"", ""Building staff"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Self check-in"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""Bed linens"", ""Pets allowed"", ""Hot water"", ""Washer""]",146.0,0,2,4.5,4.5,3.0,5.0,5.0,4.5,4.5,7
1211,0.8,Bukit Merah,Central Region,1.28443,103.83417,House,Entire home/apt,1,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Dryer"", ""Paid parking on premises"", ""Single level home"", ""Stove"", ""Ethernet connection"", ""Air conditioning"", ""TV with standard cable"", ""Security cameras on property"", ""Free street parking"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Cleaning products"", ""Extra pillows and blankets"", ""Shampoo"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",149.0,332,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11
1212,0.8,Bukit Merah,Central Region,1.28443,103.83417,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Dryer"", ""Keypad"", ""Single level home"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""Security cameras on property"", ""Free street parking"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Self check-in"", ""Extra pillows and blankets"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",59.0,228,2,3.5,4.0,4.5,5.0,4.0,5.0,3.5,11
1213,0.8,Kallang,Central Region,1.31188,103.86005,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Kitchen"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Dryer"", ""Dishwasher"", ""Pool"", ""Keypad"", ""Single level home"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""Free street parking"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Self check-in"", ""Extra pillows and blankets"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Coffee maker"", ""Washer""]",49.0,331,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,11
1214,1.0,Toa Payoh,Central Region,1.33037,103.86625,Apartment,Entire home/apt,2,1.0,1.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""High chair"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Crib"", ""Microwave"", ""Elevator"", ""Dryer"", ""Pool"", ""Gym"", ""Stove"", ""Air conditioning"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""Bed linens"", ""Pets allowed"", ""Hot water"", ""Washer""]",139.0,28,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,7
1215,0.9,Bukit Merah,Central Region,1.28426,103.83438,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Dryer"", ""Paid parking on premises"", ""Single level home"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""Security cameras on property"", ""Free street parking"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",59.0,347,2,4.0,3.0,3.5,3.5,3.0,4.5,3.5,5
1216,0.8,Bukit Merah,Central Region,1.28461,103.83402,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Dryer"", ""Paid parking on premises"", ""Single level home"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""Security cameras on property"", ""Free street parking"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",59.0,347,2,4.5,4.5,4.5,4.5,4.5,4.5,5.0,7
1217,0.8,Bukit Merah,Central Region,1.2846,103.834,House,Entire home/apt,1,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Dryer"", ""Paid parking on premises"", ""Single level home"", ""Stove"", ""Ethernet connection"", ""Air conditioning"", ""TV with standard cable"", ""Security cameras on property"", ""Free street parking"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Shampoo"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",149.0,332,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,7
1218,0.8,Bukit Merah,Central Region,1.28443,103.83417,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Dryer"", ""Keypad"", ""Single level home"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""Security cameras on property"", ""Free street parking"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Self check-in"", ""Extra pillows and blankets"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",59.0,229,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11
1219,0.9,Bukit Merah,Central Region,1.28429,103.83433,House,Entire home/apt,1,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Dryer"", ""Paid parking on premises"", ""Single level home"", ""Stove"", ""Ethernet connection"", ""Air conditioning"", ""Security cameras on property"", ""Free street parking"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Shampoo"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",149.0,332,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10
1220,0.8,Bukit Merah,Central Region,1.28443,103.83417,House,Entire home/apt,1,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Dryer"", ""Paid parking on premises"", ""Single level home"", ""Stove"", ""Ethernet connection"", ""Air conditioning"", ""TV with standard cable"", ""Security cameras on property"", ""Free street parking"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Shampoo"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",149.0,332,6,4.83,5.0,4.5,5.0,4.83,5.0,5.0,11
1221,0.81,Downtown Core,Central Region,1.28192,103.85291,Apartment,Private room,1,1.0,1.0,"[""Heating"", ""Kitchen"", ""Hair dryer"", ""Hot tub"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Iron"", ""Elevator"", ""Dryer"", ""Pool"", ""Gym"", ""Lock on bedroom door"", ""Air conditioning"", ""Essentials"", ""Free parking on premises"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""Hot water"", ""Washer""]",85.0,280,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,8
1222,0.9,Bukit Merah,Central Region,1.28414,103.83401,House,Entire home/apt,1,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Dryer"", ""Paid parking on premises"", ""Single level home"", ""Stove"", ""Ethernet connection"", ""Air conditioning"", ""Security cameras on property"", ""Free street parking"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Shampoo"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",149.0,332,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,5
1223,0.9,Bukit Merah,Central Region,1.28434,103.83395,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Private entrance"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Dryer"", ""Paid parking on premises"", ""Single level home"", ""Stove"", ""Lock on bedroom door"", ""Ethernet connection"", ""Air conditioning"", ""Security cameras on property"", ""Free street parking"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",59.0,347,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10
1224,0.94,Newton,Central Region,1.30493,103.83752,Apartment,Entire home/apt,5,2.0,3.0,"[""Cooking basics"", ""First aid kit"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""Toaster"", ""Bathtub"", ""Wifi"", ""Long term stays allowed"", ""High chair"", ""Oven"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Crib"", ""Microwave"", ""Elevator"", ""Cleaning available during stay"", ""Dryer"", ""Dishwasher"", ""Outdoor furniture"", ""Pool"", ""Paid parking on premises"", ""Gym"", ""Stove"", ""Air conditioning"", ""TV with standard cable"", ""Baby bath"", ""Security cameras on property"", ""Freezer"", ""Conditioner"", ""Essentials"", ""Free parking on premises"", ""Hangers"", ""Hot water kettle"", ""Dishes and silverware"", ""Sound system"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Backyard"", ""Shampoo"", ""Shower gel"", ""Smoke alarm"", ""Dining table"", ""Bed linens"", ""Wine glasses"", ""Luggage dropoff allowed"", ""Babysitter recommendations"", ""Body soap"", ""Hot water"", ""Safe"", ""Coffee maker"", ""Washer""]",450.0,338,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6
1225,0.95,Orchard,Central Region,1.30277,103.83637,House,Entire home/apt,5,2.0,2.0,"[""Cooking basics"", ""First aid kit"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""Toaster"", ""Bathtub"", ""Wifi"", ""Clothing storage"", ""Long term stays allowed"", ""High chair"", ""Oven"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Crib"", ""Microwave"", ""Elevator"", ""Cleaning available during stay"", ""Dryer"", ""Dishwasher"", ""Outdoor furniture"", ""Pool"", ""Paid parking on premises"", ""Gym"", ""Stove"", ""Air conditioning"", ""TV with standard cable"", ""Baby bath"", ""Freezer"", ""Conditioner"", ""Essentials"", ""Free parking on premises"", ""Hangers"", ""Hot water kettle"", ""Dishes and silverware"", ""Sound system"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Backyard"", ""Shampoo"", ""Shower gel"", ""Smoke alarm"", ""Dining table"", ""Bed linens"", ""Wine glasses"", ""Luggage dropoff allowed"", ""Babysitter recommendations"", ""Body soap"", ""Hot water"", ""Safe"", ""Coffee maker"", ""Washer""]",430.0,348,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,6
1226,0.8,Bukit Merah,Central Region,1.28438,103.83383,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Dryer"", ""Keypad"", ""Single level home"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""Security cameras on property"", ""Free street parking"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Self check-in"", ""Extra pillows and blankets"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",59.0,331,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,11
1227,0.8,Bukit Merah,Central Region,1.28412,103.83408,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Dryer"", ""Paid parking on premises"", ""Single level home"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""Security cameras on property"", ""Free street parking"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",56.0,331,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7
1228,0.98,Kallang,Central Region,1.31516,103.86111,Other,Shared room,1,1.0,1.0,"[""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Security cameras on property"", ""Iron"", ""Smoke alarm"", ""First aid kit"", ""Kitchen"", ""Hair dryer"", ""Dryer"", ""Carbon monoxide alarm"", ""Wifi"", ""Breakfast"", ""Long term stays allowed"", ""Washer""]",33.0,179,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,7
1229,0.98,Kallang,Central Region,1.31397,103.86151,Other,Shared room,1,1.0,1.0,"[""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""First aid kit"", ""Iron"", ""Smoke alarm"", ""Kitchen"", ""Hair dryer"", ""Dryer"", ""Carbon monoxide alarm"", ""Wifi"", ""Breakfast"", ""Long term stays allowed"", ""Washer""]",33.0,179,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,7
1230,0.98,Kallang,Central Region,1.31549,103.86139,Hotel,Private room,2,1.0,1.0,"[""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Security cameras on property"", ""Iron"", ""Smoke alarm"", ""First aid kit"", ""Kitchen"", ""Hair dryer"", ""Dryer"", ""Carbon monoxide alarm"", ""Wifi"", ""Breakfast"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Washer""]",78.0,0,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,7
1231,0.98,Bukit Merah,Central Region,1.28289,103.83225,House,Entire home/apt,6,3.0,3.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Iron"", ""Microwave"", ""Room-darkening shades"", ""Stove"", ""Air conditioning"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Shampoo"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Coffee maker"", ""Washer""]",202.0,0,6,5.0,5.0,5.0,5.0,5.0,5.0,4.83,4
1234,0.94,Tanglin,Central Region,1.29423,103.82797,Apartment,Entire home/apt,2,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""Wifi"", ""Breakfast"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Elevator"", ""Dryer"", ""Dishwasher"", ""Pool"", ""Gym"", ""Stove"", ""Air conditioning"", ""TV with standard cable"", ""Essentials"", ""Free parking on premises"", ""Hangers"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Backyard"", ""Shampoo"", ""Shower gel"", ""Smoke alarm"", ""Bed linens"", ""Hot water"", ""Coffee maker"", ""BBQ grill"", ""Washer""]",523.0,355,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,6
